SCIENTIFIC_NAME	COMMON_NAME	SPECIES_CODE	CATEGORY	TAXON_ORDER	COM_NAME_CODES	SCI_NAME_CODES	BANDING_CODES	ORDER	FAMILY_COM_NAME	FAMILY_SCI_NAME	REPORT_AS	EXTINCT	EXTINCT_YEAR	FAMILY_CODE
Morus capensis	Cape Gannet	capgan1	species	7166	CAGA	MOCA	NA	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Morus serrator	Australasian Gannet	ausgan1	species	7167	AUGA	MOSE	NA	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula sula	Red-footed Booby	refboo	species	7168	NA	SUSU	RFBO	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula sula sula	Red-footed Booby (Atlantic)	refboo1	issf	7169	RFBO	SUSU	NA	Suliformes	Boobies and Gannets	Sulidae	refboo	NA	NA	sulida1
Sula sula rubripes	Red-footed Booby (Indopacific)	refboo2	issf	7170	RFBO	SUSU	NA	Suliformes	Boobies and Gannets	Sulidae	refboo	NA	NA	sulida1
Sula sula websteri	Red-footed Booby (Eastern Pacific)	refboo3	issf	7171	RFBO	SUSU	NA	Suliformes	Boobies and Gannets	Sulidae	refboo	NA	NA	sulida1
Sula leucogaster	Brown Booby	brnboo	species	7172	NA	SULE	BRBO	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula leucogaster brewsteri	Brown Booby (Brewster's)	brnboo1	issf	7173	BRBO	SULE	NA	Suliformes	Boobies and Gannets	Sulidae	brnboo	NA	NA	sulida1
Sula leucogaster leucogaster	Brown Booby (Atlantic)	brnboo2	issf	7174	BRBO	SULE	NA	Suliformes	Boobies and Gannets	Sulidae	brnboo	NA	NA	sulida1
Sula leucogaster plotus	Brown Booby (Forster's)	brnboo3	issf	7175	BRBO	SULE	NA	Suliformes	Boobies and Gannets	Sulidae	brnboo	NA	NA	sulida1
Sula leucogaster etesiaca	Brown Booby (Colombian)	brnboo4	issf	7176	BRBO	SULE	NA	Suliformes	Boobies and Gannets	Sulidae	brnboo	NA	NA	sulida1
Sula dactylatra	Masked Booby	masboo	species	7177	NA	SUDA	MABO	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula leucogaster x dactylatra	Brown x Masked Booby (hybrid)	x00782	hybrid	7182	MABO BRBO	SULE SUDA	NA	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula granti	Nazca Booby	nazboo1	species	7183	NA	SUGR	"NABO"	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula dactylatra x granti	Masked x Nazca Booby (hybrid)	x01064	hybrid	7184	"NABO MABO"	SUDA SUGR	NA	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula dactylatra/granti	Masked/Nazca Booby	y00474	slash	7185	"NABO MABO"	SUDA SUGR	NA	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula nebouxii	Blue-footed Booby	bfoboo	species	7186	NA	SUNE	BFBO	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula leucogaster x nebouxii	Brown x Blue-footed Booby (hybrid)	x00950	hybrid	7189	BFBO BRBO	SULE SUNE	NA	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula variegata	Peruvian Booby	perboo1	species	7190	NA	SUVA	PEBO	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula nebouxii x variegata	Blue-footed x Peruvian Booby (hybrid)	x01065	hybrid	7191	BFBO PEBO	SUNE SUVA	NA	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sula sp.	booby sp.	booby1	spuh	7192	NA	NA	NA	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Sulidae sp.	sulid sp.	sulid	spuh	7193	NA	NA	NA	Suliformes	Boobies and Gannets	Sulidae	NA	NA	NA	sulida1
Anhinga anhinga	Anhinga	anhing	species	7195	NA	ANAN	ANHI	Suliformes	Anhingas	Anhingidae	NA	NA	NA	anhing3
Anhinga rufa	African Darter	darter3	species	7198	AFDA	ANRU	NA	Suliformes	Anhingas	Anhingidae	NA	NA	NA	anhing3
Anhinga melanogaster	Oriental Darter	darter2	species	7202	ORDA	ANME	NA	Suliformes	Anhingas	Anhingidae	NA	NA	NA	anhing3
Anhinga novaehollandiae	Australasian Darter	darter4	species	7203	AUDA	ANNO	NA	Suliformes	Anhingas	Anhingidae	NA	NA	NA	anhing3
Microcarbo melanoleucos	Little Pied Cormorant	lipcor1	species	7205	LPSH LPCO	MIME	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Microcarbo africanus	Long-tailed Cormorant	lotcor1	species	7209	RECO LTCO	MIAF	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Microcarbo coronatus	Crowned Cormorant	crocor1	species	7212	CRCO	MICO	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Microcarbo niger	Little Cormorant	litcor1	species	7213	LICO	MINI	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Microcarbo pygmaeus	Pygmy Cormorant	pygcor2	species	7214	PYCO	MIPY	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Poikilocarbo gaimardi	Red-legged Cormorant	relcor1	species	7215	RLCO	POGA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Urile penicillatus	Brandt's Cormorant	bracor	species	7216	BRCO	URPE	BRAC	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Urile urile	Red-faced Cormorant	refcor	species	7217	NA	URUR	RFCO	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Urile pelagicus	Pelagic Cormorant	pelcor	species	7218	NA	URPE	PECO	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Urile perspicillatus	Pallas's Cormorant	palcor1	species	7221	PACO SPCO	URPE	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	TRUE	1852	phalac1
Phalacrocorax neglectus	Bank Cormorant	bancor1	species	7222	BACO	PHNE	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax capensis	Cape Cormorant	capcor1	species	7223	CACO	PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax carbo	Great Cormorant	grecor	species	7224	BLSH GBCO	PHCA	GRCO	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax carbo carbo/sinensis	Great Cormorant (Dark-breasted)	grecor6	form	7225	BLSH GRCO GBCO	PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	grecor	NA	NA	phalac1
Phalacrocorax carbo carbo	Great Cormorant (North Atlantic)	grecor1	issf	7226	BLSH GRCO GBCO	PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	grecor	NA	NA	phalac1
Phalacrocorax carbo novaehollandiae	Great Cormorant (Australasian)	grecor2	issf	7227	BLSH GBCO GRCO	PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	grecor	NA	NA	phalac1
Phalacrocorax carbo sinensis/hanedae	Great Cormorant (Eurasian)	grecor3	issf	7228	BLSH GRCO GBCO	PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	grecor	NA	NA	phalac1
Phalacrocorax carbo maroccanus	Great Cormorant (Moroccan)	grecor5	issf	7231	BLSH GBCO GRCO	PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	grecor	NA	NA	phalac1
Phalacrocorax carbo lucidus	Great Cormorant (White-breasted)	grecor4	issf	7232	BLSH GBCO GRCO WBCO	PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	grecor	NA	NA	phalac1
Phalacrocorax capillatus	Japanese Cormorant	japcor1	species	7233	JACO	PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax carbo/capillatus	Great/Japanese Cormorant	y01020	slash	7234	BLSH JACO GBCO GRCO	PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax nigrogularis	Socotra Cormorant	soccor1	species	7235	SOCO	PHNI	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax punctatus	Spotted Shag	sposha1	species	7236	SPSH	PHPU	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax featherstoni	Pitt Island Shag	piisha1	species	7239	PISH	PHFE	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax fuscicollis	Indian Cormorant	indcor1	species	7240	INCO	PHFU	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Microcarbo niger/Phalacrocorax fuscicollis	Little/Indian Cormorant	y00770	slash	7241	LICO INCO	PHFU MINI	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax sulcirostris	Little Black Cormorant	libcor1	species	7242	LBSH LBCO	PHSU	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax varius	Pied Cormorant	piecor1	species	7243	PICO PISH GPCO APCO	PHVA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax fuscescens	Black-faced Cormorant	blfcor1	species	7246	BFCO	PHFU	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Gulosus aristotelis	European Shag	eursha1	species	7247	EUSH	GUAR	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Gulosus aristotelis aristotelis	European Shag (Atlantic)	eursha2	issf	7248	EUSH	GUAR	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	eursha1	NA	NA	phalac1
Gulosus aristotelis desmarestii	European Shag (Mediterranean)	eursha3	issf	7249	EUSH	GUAR	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	eursha1	NA	NA	phalac1
Gulosus aristotelis riggenbachi	European Shag (Moroccan)	eursha4	issf	7250	EUSH	GUAR	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	eursha1	NA	NA	phalac1
Phalacrocorax carbo/Gulosus aristotelis	Great Cormorant/European Shag	y00769	slash	7251	BLSH EUSH GBCO GRCO	GUAR PHCA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Nannopterum harrisi	Flightless Cormorant	flicor1	species	7252	FLCO	"NAHA"	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Nannopterum auritum	Double-crested Cormorant	doccor	species	7253	NA	"NAAU"	DCCO	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocorax carbo/Nannopterum auritum	Great/Double-crested Cormorant	y00694	slash	7259	BLSH DCCO GBCO GRCO	PHCA NAAU	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Nannopterum brasilianum	Neotropic Cormorant	neocor	species	7260	NA	"NABR"	NECO	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Nannopterum auritum x brasilianum	Double-crested x Neotropic Cormorant (hybrid)	x00783	hybrid	7263	DCCO NECO	"NABR NAAU"	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Nannopterum auritum/brasilianum	Double-crested/Neotropic Cormorant	y00833	slash	7264	DCCO NECO	"NABR NAAU"	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo magellanicus	Magellanic Cormorant	magcor1	species	7265	ROSH MACO	LEMA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo bougainvillii	Guanay Cormorant	guacor1	species	7266	GUCO	LEBO	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo ranfurlyi	Bounty Islands Shag	boisha1	species	7267	BOSH BISH	LERA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo carunculatus	New Zealand King Shag	rofsha1	species	7268	NZKS KISH RFSH	LECA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo chalconotus	Stewart Island Shag	brosha1	species	7269	STSH SISH OTSH	LECH	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo chalconotus chalconotus	Stewart Island Shag (Otago)	stisha1	issf	7270	STSH SISH OTSH	LECH	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	brosha1	NA	NA	phalac1
Leucocarbo chalconotus stewarti	Stewart Island Shag (Foveaux)	stisha2	issf	7271	STSH SISH OTSH FOSH	LECH	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	brosha1	NA	NA	phalac1
Leucocarbo onslowi	Chatham Islands Shag	chisha1	species	7272	CISH CHSH	LEON	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo colensoi	Auckland Islands Shag	auisha1	species	7273	AISH AUSH	LECO	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo campbelli	Campbell Islands Shag	caisha2	species	7274	CASH CISH	LECA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo georgianus	South Georgia Shag	sogsha1	species	7275	IMSH SGSH	LEGE	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo atriceps	Imperial Cormorant	impcor1	species	7276	IMCO IMSH	LEAT	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo atriceps (Blue-eyed)	Imperial Cormorant (Blue-eyed)	impcor2	form	7279	IMCO IMSH	LEAT	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	impcor1	NA	NA	phalac1
Leucocarbo atriceps (King)	Imperial Cormorant (King)	impcor3	form	7280	IMCO IMSH	LEAT	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	impcor1	NA	NA	phalac1
Leucocarbo bransfieldensis	Antarctic Shag	antsha1	species	7281	ANSH IMSH	LEBR	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo melanogenis	Crozet Shag	crosha1	species	7282	IMSH CRSH	LEME	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo verrucosus	Kerguelen Shag	kersha1	species	7283	KESH	LEVE	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo nivalis	Heard Island Shag	heisha1	species	7284	HISH IMSH	LENI	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Leucocarbo purpurascens	Macquarie Shag	macsha1	species	7285	MASH IMSH	LEPU	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Phalacrocoracidae sp.	cormorant sp.	cormor1	spuh	7286	NA	NA	NA	Suliformes	Cormorants and Shags	Phalacrocoracidae	NA	NA	NA	phalac1
Pelecanus erythrorhynchos	American White Pelican	amwpel	species	7288	NA	PEER	AWPE	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Pelecanus occidentalis	Brown Pelican	brnpel	species	7289	NA	PEOC	BRPE	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Pelecanus occidentalis carolinensis	Brown Pelican (Atlantic)	brnpel2	issf	7290	BRPE	PEOC	NA	Pelecaniformes	Pelicans	Pelecanidae	brnpel	NA	NA	peleca1
Pelecanus occidentalis californicus	Brown Pelican (California)	brnpel3	issf	7291	BRPE	PEOC	NA	Pelecaniformes	Pelicans	Pelecanidae	brnpel	NA	NA	peleca1
Pelecanus occidentalis occidentalis/murphyi	Brown Pelican (Southern)	brnpel1	issf	7292	BRPE	PEOC	NA	Pelecaniformes	Pelicans	Pelecanidae	brnpel	NA	NA	peleca1
Pelecanus occidentalis urinator	Brown Pelican (Galapagos)	brnpel4	issf	7295	BRPE	PEOC	NA	Pelecaniformes	Pelicans	Pelecanidae	brnpel	NA	NA	peleca1
Pelecanus thagus	Peruvian Pelican	perpel1	species	7296	PEPE	PETH	NA	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Pelecanus onocrotalus	Great White Pelican	grwpel1	species	7297	GWPE	PEON	NA	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Pelecanus conspicillatus	Australian Pelican	auspel1	species	7298	AUPE	PECO	NA	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Pelecanus rufescens	Pink-backed Pelican	pibpel1	species	7299	PBPE	PERU	NA	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Pelecanus philippensis	Spot-billed Pelican	spbpel1	species	7300	SBPE	PEPH	NA	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Pelecanus crispus	Dalmatian Pelican	dalpel1	species	7301	DAPE	PECR	NA	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Pelecanus onocrotalus x crispus	Great White x Dalmatian Pelican (hybrid)	x00842	hybrid	7302	GWPE DAPE	PECR PEON	NA	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Pelecanus sp.	pelican sp.	pelica1	spuh	7303	NA	NA	NA	Pelecaniformes	Pelicans	Pelecanidae	NA	NA	NA	peleca1
Balaeniceps rex	Shoebill	shoebi1	species	7305	SHOE	BARE	NA	Pelecaniformes	Shoebill	Balaenicipitidae	NA	NA	NA	balaen1
Scopus umbretta	Hamerkop	hamerk1	species	7307	HAME	SCUM	NA	Pelecaniformes	Hamerkop	Scopidae	NA	NA	NA	scopid1
Tigriornis leucolopha	White-crested Tiger-Heron	whcbit1	species	7311	WCTH WCBI	TILE	NA	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Tigrisoma lineatum	Rufescent Tiger-Heron	ruther1	species	7312	RUTH	TILI	RTHE	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Tigrisoma mexicanum	Bare-throated Tiger-Heron	btther1	species	7315	NA	TIME	BTTH	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Tigrisoma fasciatum	Fasciated Tiger-Heron	father1	species	7316	FATH	TIFA	FTHE	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Tigrisoma sp.	tiger-heron sp.	tigerh1	spuh	7320	NA	NA	NA	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Cochlearius cochlearius	Boat-billed Heron	bobher1	species	7321	NA	COCO	BBHE	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Cochlearius cochlearius [zeledoni Group]	Boat-billed Heron (Northern)	bobher3	issf	7322	BBHE	COCO	NA	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	bobher1	NA	NA	ardeid1
Cochlearius cochlearius cochlearius/panamensis	Boat-billed Heron (Southern)	bobher4	issf	7326	BBHE	COCO	NA	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	bobher1	NA	NA	ardeid1
Agamia agami	Agami Heron	agaher1	species	7329	NA	AGAG	AGHE	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Zebrilus undulatus	Zigzag Heron	zigher1	species	7330	ZIHE	ZEUN	NA	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Botaurus stellaris	Great Bittern	grebit1	species	7331	EUBI GRBI	BOST	NA	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Botaurus poiciloptilus	Australasian Bittern	ausbit1	species	7334	AUBI	BOPO	NA	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Botaurus lentiginosus	American Bittern	amebit	species	7335	NA	BOLE	AMBI	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
Botaurus pinnatus	Pinnated Bittern	pinbit1	species	7336	NA	BOPI	PIBI	Pelecaniformes	Herons, Egrets, and Bitterns	Ardeidae	NA	NA	NA	ardeid1
